formOccurrences	form	lemma	HebBinyan	VerbForm	Person	Number	Gender	form_niqqud	lemma_niqqud	lemmaCount
2	להשתחרר	השתחרר	HITPAEL	Inf				לְהִשְׁתַחְרֵר	הִשְׁתַחְרֵר	9
4	דרשה	דרש	PAAL		3	Sing	Fem	דָּרְשָׁה	דָּרַשׁ	24
4	להסכים	הסכים	HIFIL	Inf				לְהַסְכִּים	הִסְכִּים	71
1	יסכימו	הסכים	HIFIL		3	Plur	Masc	יַסְכִּימוּ	הִסְכִּים	71
3	מנצל	ניצל	PIEL	Part	1,2,3	Sing	Masc	מְנַצֵּל	נִיצֵּל	16
2	מודיע	הודיע	HIFIL	Part	1	Sing	Masc	מוֹדִיעַ	הוֹדִיעַ	6
4	למות	מת	PAAL	Inf				לָמוּת	מֵת	22
1	מפרסם	פרסם	PIEL	Part	1,2,3	Sing	Masc	מְפַרְסֵם	פִּרְסֵם	25
17	להראות	הראה	HIFIL	Inf				לְהַרְאוֹת	הֶרְאָה	38
12	משפיע	השפיע	HIFIL	Part	3	Sing	Masc	מַשְׁפִּיעַ	הִשְׁפִּיעַ	22
1	דוחפת	דחף	PAAL	Part	3	Sing	Fem	דּוֹחֶפֶת	דַּחַף	12
2	עוצרת	עצר	PAAL	Part	3	Sing	Fem	עוֹצֶרֶת	עָצַר	29
1	מסכימות	הסכים	HIFIL	Part	3	Plur	Fem	מַסְכִּימוֹת	הִסְכִּים	71
1	להסתיים	הסתיים	HITPAEL	Inf				לְהִסְתַיֵּים	הִסְתַיֵּים	14
5	לחלק	חילק	PIEL	Inf				לְחַלֵּק	חִילֵּק	17
7	מתים	מת	PAAL	Part	3	Plur	Masc	מֵתִים	מֵת	22
1	הוזרו	הוזר	HUFAL		3	Plur	Masc	הוּזְּרוּ	הוּזַּר	1
1	הוחזרו	הוחזר	HUFAL		3	Plur	Fem,Masc	הוּחְזְרוּ	הוּחְזַר	2
1	נרצח	נרצח	NIFAL		3	Sing	Masc	נִרְצַח	נִרְצַח	8
2	הוציע	הוציע	HUFAL		3	Sing	Fem	הוֹצִיעַ	הוֹצִיעַ	2
1	ביצאו	ביצא	PIEL		3	Plur	Masc	בִּיצְּאוּ	בֵּיָצָא	1
1	נדפסו	נדפס	NIFAL		3	Plur	Masc	נִדְפְּסוּ	נִדְפָּס	7
1	מוחזקים	הוחזק	PUAL	Part	3	Plur	Masc	מוּחְזָקִים	הוּחְזַק	2
3	מתנגד	התנגד	HITPAEL	Part	1,2,3	Sing	Masc	מִתְנַגֵּד	הִתְנַגֵּד	8
1	חרור	חרר	PAAL		3	Sing	Masc	חָרוּר	חָרֵר	6
1	יפגע	פגע	NIFAL		3	Sing	Masc	יִפְגַּע	פָּגַע	36
2	יחזק	חיזק	PAAL		3	Sing	Masc	יְחַזֵּק	חִיזֵּק	15
1	יודד	ידד	PIEL		3	Sing	Masc	יוֹדֵד	יָדָד	1
2	החזירה	החזיר	HIFIL		3	Sing	Fem	הֶחֱזִירָה	הֶחֱזִיר	29
1	לטרור	טרר	PAAL	Inf				לִטְרוֹר	טֵּרֵר	1
2	מתנגדים	התנגד	HITPAEL	Part	1,2,3	Plur	Masc	מִתְנַגְּדִים	הִתְנַגֵּד	8
1	מחזירה	החזיר	HIFIL	Part	3	Sing	Fem	מַחֲזִירָה	הֶחֱזִיר	29
1	מחלישה	החליש	HIFIL	Part	1,2,3	Sing	Fem	מַחֲלִישָׁה	הֶחָלִישׁ	3
2	תהפוך	הפך	PAAL		3	Sing	Masc	תַּהֲפוֹךְ	הָפַךְ	96
5	יראה	ראה	PAAL		3	Sing	Masc	יִרְאֶה	רָאָה	268
2	תחזק	חיזק	HIFIL		3	Sing	Fem	תַּחְזָק	חִיזֵּק	15
2	ירגיש	הרגיש	HIFIL		3	Sing	Masc	יַרְגִּישׁ	הִרְגִּישׁ	148
5	תסכים	הסכים	HIFIL		2	Sing	Masc	תַּסְכִּים	הִסְכִּים	71
1	לחמס	חימס	PIEL	Inf				לַחְמָס	חִימָּס	1
3	יחשבו	נחשב	HITPAEL		3	Plur	Fem,Masc	יַחְשְׁבוּ	נֶחֱשָׁב	40
6	מסכימה	הסכים	HIFIL	Part	1	Sing	Fem	מַסְכִּימָה	הִסְכִּים	71
3	מפעילים	הפעיל	PIEL	Part	3	Plur	Masc	מַפְעִילִים	הִפְעִיל	15
5	יעצור	עצר	PAAL		3	Sing	Masc	יַעֲצוֹר	עָצַר	29
1	יפסיק	הפסיק	HIFIL		3	Sing	Masc	יַפְסִיק	הִפְסִיק	42
1	תגרום	גרם	PAAL		3	Sing	Fem	תִּגְרוֹם	גָּרַם	107
3	לחדש	חידש	PIEL	Inf				לְחַדָּשׁ	חִידֵּשׁ	3
3	תחזור	חזר	PAAL		3	Sing	Fem	תַּחֲזוֹר	חָזַר	175
1	תעיצר	עיצר	HIFIL		3	Sing	Fem	תְּעִיצֵּר	עִיצֵּר	1
1	הבטיך	הבטיך	HIFIL		1	Sing	Masc	הִבְטִיךְ	הִבְטִיךְ	1
1	תפסיד	הפסיד	HIFIL		3	Sing	Fem	תַּפְסִיד	הִפְסִיד	8
2	ינצח	ניצח	HIFIL		3	Sing	Masc	יְנַצֵּחַ	נִיצֵּחַ	11
3	שולט	שלט	PAAL	Part	3	Sing	Masc	שׁוֹלֵט	שֶׁלֶט	9
4	הראה	הראה	HIFIL		3	Sing	Masc	הֶרְאָה	הֶרְאָה	38
3	שמענו	שמע	PAAL		1	Plur	Masc	שָׁמַעְנוּ	שָׁמַע	173
54	נשמע	נשמע	NIFAL	Part	3	Sing	Masc	נִשְׁמָע	נִשְׁמָע	64
2	נסביר	הסביר	HIFIL		1	Plur	Masc	נַסְבִּיר	הִסְבִּיר	51
3	מתייחסת	התייחס	HITPAEL	Part	1,2,3	Sing	Fem	מִתְיַיחֶסֶת	הִתְיַיחֵס	32
1	נתפסו	נתפס	NIFAL		3	Plur	Masc	נִתְפְּסוּ	נִתְפַּס	1
1	חופשים	חפש	PAAL	Part	3	Plur	Masc	חוֹפָשִׁים	חִפֵּשׂ	1
16	נחשב	נחשב	NIFAL	Part	3	Sing	Masc	נֶחֱשָׁב	נֶחֱשָׁב	40
1	נלקחו	נלקח	NIFAL		3	Plur	Masc	נִלְקְחוּ	נִלְקַח	1
1	כתובה	כתוב	PUAL	Part	3	Sing	Fem	כְּתוּבָה	כָּתוּב	1
1	נכשלה	נכשל	NIFAL		3	Sing	Fem	נִכְשְׁלָה	נִכְשָׁל	2
9	לתקן	תיקן	PIEL	Inf				לְתַקֵּן	תִּיקֵּן	12
2	תחזיר	החזיר	HIFIL		2	Sing	Masc	תַּחֲזִיר	הֶחֱזִיר	29
5	להאמין	האמין	HIFIL	Inf				לְהַאֲמִין	הֶאֱמִין	26
3	מצאה	מצא	PAAL		3	Sing	Fem	מָצְאָה	מָצָא	125
1	מתעללים	התעלל	HITPAEL	Part	3	Plur	Masc	מִתְעַלְּלִים	הִתְעַלֵּל	1
5	פוגעים	פגע	PAAL	Part	3	Plur	Masc	פּוֹגְעִים	פָּגַע	36
29	נותנים	נתן	PAAL	Part	3	Plur	Masc	נוֹתְנִים	נָתָן	147
2	ישארו	שאר			3	Plur	Fem,Masc	יִשָּׁאֲרוּ	שְׁאָר	2
6	להציל	הציל	HIFIL	Inf				לְהַצִּיל	הִצִּיל	9
1	כנסתי	כנס	PAAL		1	Sing	Masc	כָּנַסְתִּי	כֶּנֶס	12
4	האשימו	האשים	HIFIL		3	Plur	Masc	הֶאֱשִׁימוּ	הֶאֱשִׁים	7
1	להעשים	העשים	HIFIL	Inf				לְהַעֲשִׂים	הֶעָשִׁים	1
2	התמודדה	התמודד	HITPAEL		3	Sing	Fem	הִתְמוֹדְדָה	הִתְמוֹדֵד	20
2	להאשים	האשים	HIFIL	Inf				לְהַאֲשִׁים	הֶאֱשִׁים	7
4	פועל	פעל	PAAL	Part	3	Sing	Masc	פּוֹעֵל	פָּעַל	29
9	למשוך	משך	PAAL	Inf				לִמְשׁוֹךְ	מֶשֶׁךְ	22
4	מתנהל	התנהל	HITPAEL	Part	1,2,3	Sing	Masc	מִתְנַהֵל	הִתְנַהֵל	12
1	מגבירה	הגביר	HIFIL	Part	3	Sing	Fem	מַגְבִּירָה	הִגְבִּיר	17
6	לפעול	פעל	PAAL	Inf				לִפְעוֹל	פָּעַל	29
2	מלא	מלא	PAAL	Part	1	Sing	Masc	מָלֵא	מָלֵא	2
5	תצטרך	הצטרך	HIFIL		3	Sing	Fem	תִּצְטָרֵךְ	הִצְטָרֵךְ	8
13	שמח	שמח	PAAL	Part	1	Sing	Masc	שָׂמֵחַ	שָׂמֵחַ	52
5	שב	שב	PAAL		2	Sing	Masc	שָׁב	שָׁב	17
8	להקים	הקים	HIFIL	Inf				לְהָקִים	הֵקִים	21
1	הגשים	הגשים	HIFIL		3	Sing	Masc	הַגָּשִׁים	הַגָּשִׁים	2
2	לשפץ	שיפץ	PIEL	Inf				לְשְַׁפֵּץ	שִׁיפֵּץ	4
9	כנסו	כנס	PAAL		1	Plur	Masc	כָּנְסוּ	כֶּנֶס	12
1	חיגרו	חיגר	PIEL		1	Plur	Masc	חִיגְּרוּ	חִיגֵּר	1
1	פיתחו	פיתח	PIEL		3	Plur	Masc	פִּיתְּחוּ	פִּיתֵּחַ	11
3	תיכנס	נכנס	HIFIL		3	Sing	Fem	תִּיכָּנֵס	נִכְנַס	148
5	הוקמה	הוקם	HUFAL		3	Sing	Fem	הוּקְּמָה	הוּקַם	5
2	ברח	ברח	PAAL		3	Sing	Masc	בָּרַח	בָּרַח	17
1	הפליג	הפליג	HIFIL		3	Sing	Masc	הִפְלִיג	הִפְלִיג	1
1	שירט	שירט	PIEL		3	Sing	Masc	שֶׁיָּרַט	שֶׁיָּרַט	7
2	יצר	יצר	PAAL		3	Sing	Masc	יָצַר	יָצַר	53
2	שיתפה	שיתף	PIEL		3	Sing	Fem	שִׁיתְּפָה	שִׁיתֵּף	18
8	זכה	זכה	PAAL		3	Sing	Masc	זָּכָה	זָּכָה	38
1	התפרנס	התפרנס	HITPAEL		3	Sing	Masc	הִתְפַרְנֵס	הִתְפַרְנֵס	3
6	מייצר	ייצר	PIEL	Part	2	Sing	Masc	מְיַיצֵּר	יִיצֵּר	33
1	תלט	הלט	PAAL		3	Sing	Masc	תָּלַט	הֶלֶט	2
11	מוכר	מכר	PAAL	Part	1,2,3	Sing	Masc	מוּכָּר	מַכָּר	43
1	צמחה	צמח	PAAL		3	Sing	Fem	צָּמְחָה	צֶּמַח	4
7	נתן	נתן	PAAL		3	Sing	Masc	נָתָן	נָתָן	147
2	לזהות	זיהה	PIEL	Inf				לְזַהוֹת	זִיהָה	3
3	להרכיב	הרכיב	HIFIL	Inf				לְהַרְכִּיב	הָרְכִּיב	5
12	להרים	הרים	PAAL	Inf				לְהָרִים	הָרִים	26
1	בזבזו	בזבז	PAAL		3	Plur	Masc	בִּזְבְּזוּ	בִּזְבֵּז	3
5	נסע	נסע	PAAL		3	Sing	Masc	נָסַע	נָסַע	41
5	הביאה	הביא	HIFIL		3	Sing	Fem	הֵבִיאָה	הֵבִיא	77
2	נשלחו	נשלח	NIFAL		3	Plur	Masc	נִשְׁלְחוּ	נִשְׁלַח	4
1	מאשימים	האשים	HIFIL	Part	3	Plur	Masc	מַאֲשִׁימִים	הֶאֱשִׁים	7
3	קבלו	קבלו	PAAL		1	Plur	Masc	קַבְּלוּ	קַבְּלוּ	3
1	בעה	בעה	PAAL		3	Sing	Masc	בָּעָה	בָּעָה	1
1	הציאו	הציא	HIFIL		3	Plur	Masc	הֵצִיאוּ	הֵצִיא	6
2	לעצב	עיצב	PAAL	Inf				לְעַצֵּב	עִיצֵּב	5
1	להתגבר	התגבר	HITPAEL	Inf				לְהִתְגַּבֵּר	הִתְגַּבֵּר	5
1	מגן	הגן	HIFIL	Part	3	Sing	Masc	מָגֵן	הַגַּן	7
2	מכסה	כיסה	PIEL	Part	1,2,3	Sing	Fem	מְכַסָּה	כִּיסָה	9
1	מחליד	החליד	HIFIL	Part	1,2,3	Sing	Masc	מַחֲלִיד	הֶחֱלִיד	1
1	נטחה	נטח	PAAL		3	Sing	Fem	נָּטְחָה	נֶטַח	1
4	מחזיק	החזיק	HIFIL	Part	3	Sing	Masc	מַחֲזִיק	הֶחֱזִיק	30
5	קנו	קנה	PAAL		3	Plur	Masc	קָּנוּ	קָּנָה	98
4	נמכרה	נמכר	NIFAL		3	Sing	Fem	נִמְכְּרָה	נִמְכַּר	15
4	ניסתה	ניסה	PIEL		3	Sing	Fem	נִיסְּתָה	נִיסָּה	85
15	להפוך	הפך	PAAL	Inf				לַהֲפוֹךְ	הָפַךְ	96
6	נראו	נראה	NIFAL		3	Plur	Masc	נִרְאוּ	נִרְאֶה	83
1	נראתה	נראה	NIFAL		3	Sing	Fem	נִרְאֲתָה	נִרְאֶה	83
1	השתתפה	השתתף	HITPAEL		3	Sing	Fem	הִשְׁתַתְּפָה	הִשְׁתַתֵּף	27
29	לשנות	שינה	PIEL	Inf				לְשְַׁנוֹת	שֵׁינָה	70
12	נוגע	נגע	PAAL	Part	3	Sing	Masc	נוֹגֵעַ	נָגַע	24
1	נחשבה	נחשב	NIFAL		3	Sing	Fem	נֶחְשְׁבָה	נֶחֱשָׁב	40
2	להתרגל	התרגל	HITPAEL	Inf				לְהִתְרַגֵּל	הִתְרַגֵּל	11
6	נדפס	נדפס	NIFAL	Part	3	Sing	Masc	נִדְפָּס	נִדְפָּס	7
7	למשהו	למש	PAAL	Inf				לְמַשֶּׁהוּ	לְמָשׁ	7
6	ירדו	ירד	PAAL		3	Plur	Masc	יָרְדוּ	יָרַד	48
1	הופסק	הופסק	HUFAL		3	Sing	Masc	הוּפְסַק	הוּפְסַק	1
1	מציא	הציא	PIEL	Part	1,2,3	Sing	Masc	מֵצִיא	הֵצִיא	6
3	נהרג	נהרג	NIFAL		3	Sing	Masc	נֶהֱרַג	נֶהֱרַג	5
3	עזרה	עזרה	PAAL		3	Sing	Fem	עֶזְרָה	עֶזְרָה	3
1	עף	עף	PAAL		3	Sing	Masc	עַף	עַף	5
1	הסתיים	הסתיים	HITPAEL		3	Sing	Masc	הִסְתַיֵּים	הִסְתַיֵּים	14
1	נעלמה	נעלם	NIFAL		3	Sing	Fem	נֶעֶלְמָה	נֶעֱלַם	11
4	הופיע	הופיע	HIFIL		3	Sing	Masc	הוֹפִּיעַ	הוֹפִּיעַ	26
2	ערכתי	ערך	PAAL		1	Sing	Masc	עָרַכְתִּי	עֵרֶךְ	7
18	אהבתם	אהב	PAAL		1	Plur	Masc	אַהֲבָתָם	אָהַב	164
9	תדרגו	דדרג	HIFIL		1	Plur	Masc	תַּדְרְגוּ	דַּדְרַג	9
12	לקדם	קידם	PIEL	Inf				לְקַדֵּם	קִידָּם	14
1	מרעיין	רעיין	PIEL	Part	1	Sing	Masc	מְרַעְיֵין	רַעְיָין	1
1	שקנה	שקן	PIEL		3	Sing	Masc	שֶׁקָּנָה	שָׁקֵן	5
1	תיקן	נקן	PAAL		3	Sing	Masc	תִּיקֵּן	נָקֵן	1
1	להיעזר	נעזר	NIFAL	Inf				לְהֵיעָזֵר	נֶעֱזַר	3
1	מחיפה	החיף	PIEL	Part	1	Sing	Masc	מְחִיפָּה	הַחַיָּף	3
7	נשוי	נשוי	NIFAL	Part	3	Sing	Masc	נָּשׂוּי	נָּשׂוּי	8
1	רכש	רכש	PAAL		3	Sing	Masc	רָכַשׁ	רָכַשׁ	4
10	ניסה	ניסה	PIEL		3	Sing	Masc	נִיסָּה	נִיסָּה	85
2	נדבקתי	נדבק	NIFAL		1	Sing	Masc	נִדְבַּקְתִּי	נִדְבָּק	4
2	נהגתי	נהג	PAAL		1	Sing	Masc	נָהַגְתִּי	נַהָג	16
1	נהגו	נהג	NIFAL		3	Plur	Fem,Masc	נָהֲגוּ	נַהָג	16
10	יעשה	עשה	PAAL		3	Sing	Masc	יַעֲשֶׂה	עָשָׂה	760
1	צה	צה	PAAL		3	Sing	Masc	צֶּה	צֶּה	1
1	הדריך	הדריך	PIEL		3	Sing	Masc	הִדְרִיךְ	הִדְרִיךְ	3
5	לגעת	נגע	PAAL	Inf				לָגַעַת	נָגַע	24
2	משיבות	השיב	PAAL	Part	3	Plur	Fem	מְשִׁיבוֹת	הֵשִׁיב	3
8	שאלתי	שאל	PAAL		1	Sing	Masc	שָׁאַלְתִּי	שָׁאַל	111
1	התחשק	התחשק	HIFIL		3	Sing	Masc	הִתְחַשֵּׁק	הִתְחַשֵּׁק	1
1	תונך	תונך	PAAL		3	Sing	Masc	תָּוֹנֵךְ	תָּוֹנֵךְ	1
1	מתסכל	תסכל	HITPAEL	Part	1,2,3	Sing	Masc	מְתַסְכֵּל	תִּסְכֵּל	1
13	שרוצים	שרץ	HIFIL	Part	3	Plur	Masc	שֶׁרוֹצִים	שֶׁרֶץ	18
7	מחזיקים	החזיק	HIFIL	Part	3	Plur	Masc	מַחֲזִיקִים	הֶחֱזִיק	30
20	נותן	נתן	PAAL	Part	1,2,3	Sing	Masc	נוֹתֵן	נָתָן	147
1	לאגו	לאג	PAAL					לָאגוֹ	לָאג	1
1	הסיע	הסיע	HIFIL		3	Sing	Masc	הִסִּיעַ	הִסִּיעַ	1
1	תוצר	תוצר	PAAL	Part	3	Sing	Masc	תּוֹצָר	תּוֹצָר	1
2	לנהוג	נהג	PAAL	Inf				לִנְהוֹג	נַהָג	16
1	שיפצתי	שיפץ	PAAL		1	Sing	Masc	שִׁיפַּצְתִּי	שִׁיפֵּץ	4
9	הרגיש	הרגיש	HIFIL		3	Sing	Masc	הִרְגִּישׁ	הִרְגִּישׁ	148
3	מחזיר	החזיר	HIFIL	Part	3	Sing	Masc	מַחֲזִיר	הֶחֱזִיר	29
1	נסאת	נסא	PAAL		1	Sing	Masc	נָסֵאת	נִסָּא	2
1	לנצוע	נצע	PAAL	Inf				לִנְצוֹעַ	נֶצַע	1
1	לאנשים	אינש	PAAL	Inf				לַאֲנָשִׁים	אִינְּשׁ	1
1	מתלהבים	התלהב	HITPAEL	Part	3	Plur	Masc	מִתְלַהֲבִים	הִתְלַהֵב	8
1	ציפה	ציפה	PIEL		3	Sing	Masc	צִּיפָּה	צִּיפָּה	10
1	התלהב	התלהב	HITPAEL		3	Sing	Masc	הִתְלַהֵב	הִתְלַהֵב	8
5	עשי	עשי	PAAL		1	Sing	Masc	עָשִׁי	עָשִׁי	5
1	שיפץ	שיפץ	PIEL		3	Sing	Masc	שִׁיפֵּץ	שִׁיפֵּץ	4
1	גליתי	גלה	PAAL		1	Sing	Masc	גָּלִיתִי	גִּלָּה	2
2	מאתגר	האתגר	PUAL	Part	3	Sing	Masc	מְאַתְגֵּר	הָאֶתְגָּר	3
40	לעבור	עבר	PAAL	Inf				לַעֲבוֹר	עָבַר	261
8	נשארים	נשאר	NIFAL	Part	3	Plur	Masc	נִשְׁאָרִים	נִשְׁאַר	101
3	מתקשרים	תקשר	HITPAEL	Part	3	Plur	Masc	מְתַקְשְׁרִים	תְּקַשֵּׁר	6
1	לחליל	הליל	PAAL	Inf				לֶחָלִיל	הַלַּיִל	1
3	תשכחו	שכח	HIFIL		1	Plur	Masc	תִּשְׁכְּחוּ	שָׁכַח	17
13	הסכים	הסכים	HIFIL		3	Sing	Masc	הִסְכִּים	הִסְכִּים	71
2	שלומכם	שומכם	PAAL		2	Plur	Masc	שְׁלוֹמְכֶם	שׁוֹמְכֶם	2
9	מצוין	צוין	PUAL	Part	1,2,3	Sing	Masc	מְצוּיָּן	צוּיַּן	9
3	תחשבו	חשב	PAAL		1	Plur	Masc	תַּחְשְׁבוּ	חָשַׁב	318
3	תגלו	תגל	PAAL		2	Plur	Masc	תְּגַלּוּ	תַּגֵּל	3
13	תשמעו	שמע	PAAL		2	Plur	Masc	תִּשְׁמְעוּ	שָׁמַע	173
8	מביא	הביא	HIFIL	Part	3	Sing	Masc	מֵבִיא	הֵבִיא	77
1	לנפוץ	נפץ	NIFAL	Inf				לִנְפוֹץ	נֶפֶץ	1
8	מוכרת	הוכר	PAAL	Part	1,2,3	Sing	Fem	מוּכֶּרֶת	הוּכַּר	8
1	תוכנה	תוכנה	PAAL	Part	3	Sing	Fem	תָּכְנָה	תָּכְנָה	1
7	פועלת	פעל	PAAL	Part	3	Sing	Fem	פּוֹעֶלֶת	פָּעַל	29
36	עובדת	עבד	PAAL	Part	1	Sing	Fem	עוֹבֶדֶת	עָבַד	226
13	בוחר	בחר	PAAL	Part	1,2,3	Sing	Masc	בּוֹחֵר	בָּחַר	64
3	צחקה	צחקה	PAAL		3	Sing	Fem	צָּחֲקָה	צָּחֲקָה	3
1	להרגיז	הרגיז	HIFIL	Inf				לְהַרְגִּיז	הִרְגִּיז	6
2	תזמין	הזמין	HIFIL		3	Sing	Fem	תַּזְמִין	הִזְמִין	43
3	תדע	ידע	PAAL		2	Sing	Masc	תֵּדַע	יֶדַע	335
1	תאהב	אהב	HIFIL		3	Sing	Masc	תֹֹאהַב	אָהַב	164
1	צוחק	צחק	PAAL	Part	1,2,3	Sing	Masc	צוֹחֵק	צָּחַק	15
5	חולים	חלה	PAAL	Part	1,2,3	Plur	Masc	חוֹלִים	חָלָה	7
2	מבולבלים	מבולבל	HITPAEL	Part	1,2,3	Plur	Masc	מְבוּלְבָּלִים	מְבוּלְבָּל	2
17	תקשיבו	הקשיב	HIFIL		1	Plur	Masc	תַּקְשִׁיבוּ	הִקְשִׁיב	50
1	הגב	הגב	HIFIL		3	Sing	Masc	הַגַּב	הַגַּב	1
2	צלצל	צלצל	PAAL		3	Sing	Masc	צִּלְצֵל	צִּלְצֵל	5
1	רץ	רץ	PAAL		3	Sing	Masc	רָץ	רָץ	10
1	תתיישב	התיישב	HITPAEL		3	Sing	Masc	תִּתְיַישֵּׁב	הִתְיַישֵּׁב	8
12	ראה	ראה	PAAL		3	Sing	Masc	רָאָה	רָאָה	268
24	יודעת	ידע	PAAL	Part	1,2,3	Sing	Fem	יוֹדַעַת	יֶדַע	335
7	שמעתי	שמע	PAAL		1	Sing	Masc	שָׁמַעְתִּי	שָׁמַע	173
2	נפרדו	נפרד	NIFAL		3	Plur	Masc	נִפְרְדוּ	נִפְרָד	10
2	הסתכלה	הסתכל	HITPAEL		3	Sing	Fem	הִסְתַכְּלָה	הִסְתַּכֵּל	61
5	הבין	הבין	HIFIL		3	Sing	Masc	הֵבִין	הֵבִין	159
24	ממשיכים	המשיך	HIFIL	Part	1	Plur	Masc	מַמְשִׁיכִים	הִמְשִׁיךְ	113
8	לעדכן	עדכן	PIEL	Inf				לְעַדְכֵּן	עִדְכָּן	8
30	לתמוך	תמך	PAAL	Inf				לִתְמוֹךְ	תָּמֵךְ	33
19	תזכרו	תזכר	PAAL		1	Plur	Masc	תִּזְכְּרוּ	תִּזְכֹֹר	19
5	חזרנו	חזר	PAAL		1	Plur	Masc	חָזַרְנוּ	חָזַר	175
21	מגיעה	הגיע	HIFIL	Part	1,2,3	Sing	Fem	מַגִּיעָה	הִגִּיעַ	464
4	קורא	קרא	PAAL	Part	1,2,3	Sing	Masc	קוֹרֵא	קָרָא	113
1	תעבירו	העביר	HIFIL		1	Plur	Masc	תַּעֲבִירוּ	הֶעֱבִיר	40
2	מחליפה	החליף	HIFIL	Part	1,2,3	Sing	Fem	מַחֲלִיפָה	הֶחֱלִיף	23
5	נמכר	נמכר	NIFAL		3	Sing	Masc	נִמְכַּר	נִמְכַּר	15
4	יקבל	קיבל	HIFIL		3	Sing	Masc	יְקַבֵּל	קִיבֵּל	245
12	תגידו	הגיד	PAAL		2	Plur	Masc	תַּגִּידוּ	הִגִּיד	234
2	ידעתם	ידע	PAAL		3	Plur	Masc	יְדַעְתֶּם	יֶדַע	335
7	מאמין	האמין	HIFIL	Part	1	Sing	Masc	מַאֲמִין	הֶאֱמִין	26
1	עודד	עודד	PIEL		3	Sing	Masc	עוֹדֵד	עוֹדֵד	3
2	מעביר	העביר	HIFIL	Part	1,2,3	Sing	Masc	מַעֲבִיר	הֶעֱבִיר	40
2	מצלצל	צלצל	HITPAEL	Part	3	Sing	Masc	מְצַלְצֵל	צִּלְצֵל	5
5	ראית	ראה	PAAL		1	Sing	Masc	רָאִיתָ	רָאָה	268
1	פייק	פייק	PAAL		3	Sing	Masc	פַּיְיק	פַּיְיק	1
8	נובחים	נבח	PAAL	Part	3	Plur	Masc	נוֹבְחִים	נָבַח	8
19	עוברת	עבר	PAAL	Part	3	Sing	Fem	עוֹבֶרֶת	עָבַר	261
1	מתארת	תיאר	PIEL	Part	1,2,3	Sing	Fem	מְתָאֶרֶת	תֵּיָאֵר	18
1	להרעיש	הרעיש	HIFIL	Inf				לְהַרְעִישׁ	הִרְעִישׁ	1
2	להפחיד	הפחיד	HIFIL	Inf				לְהַפְחִיד	הִפְחִיד	4
2	תמשיך	המשיך	HIFIL		3	Sing	Fem	תַּמְשִׁיךְ	הִמְשִׁיךְ	113
1	תעצור	עצר	PAAL		3	Sing	Fem	תַּעֲצוֹר	עָצַר	29
1	לכעוס	כעס	PAAL	Inf				לִכְעוֹס	כַּעַס	6
1	להתנגד	התנגד	HITPAEL	Inf				לְהִתְנַגֵּד	הִתְנַגֵּד	8
3	יקרו	קרה			3	Plur	Fem,Masc	יִקְרוּ	קָּרָה	230
2	ימשיכו	המשיך	HIFIL		3	Plur	Masc	יַמְשִׁיכוּ	הִמְשִׁיךְ	113
1	תוכנן	תוכנן	PUAL		3	Sing	Masc	תּוּכְנָן	תּוּכְנָן	1
2	התנגד	התנגד	HITPAEL		3	Sing	Masc	הִתְנַגֵּד	הִתְנַגֵּד	8
1	יחייב	חייב	HIFIL		3	Sing	Masc	יְחַיֵּיב	חַיָּיב	5
2	מצלם	צילם	PIEL	Part	1,2,3	Sing	Masc	מַצְּלֵם	צִּילָּם	17
4	פוחד	פחד	PAAL	Part	2	Sing	Masc	פּוֹחֵד	פַּחַד	16
5	תנסה	ניסה	HIFIL		2	Sing	Masc	תְּנַסֶּה	נִיסָּה	85
8	דואג	דאג	PAAL	Part	3	Sing	Masc	דּוֹאֵג	דָּאַג	41
2	פורסמת	פרסם	PUAL		3	Sing	Fem	פּוּרְסֶמֶת	פִּרְסֵם	25
1	פתחה	פתח	PAAL		3	Sing	Fem	פָּתְחָה	פֶּתַח	77
1	מגישה	הגיש	HIFIL	Part	1,2,3	Sing	Fem	מַגִּישָׁה	הִגִּישׁ	22
1	התאכזבו	התאכזב	HITPAEL		3	Plur	Fem,Masc	הִתְאַכְזְבוּ	הִתְאַכְזֵב	1
2	בחרה	בחר	PAAL		3	Sing	Fem	בָּחֲרָה	בָּחַר	64
5	כתבו	כתב	PAAL		3	Plur	Masc	כָּתְבוּ	כָּתַב	69
59	חושבת	חשב	PAAL	Part	1	Sing	Fem	חוֹשֶׁבֶת	חָשַׁב	318
2	מפסיקה	הפסיק	HIFIL	Part	3	Sing	Fem	מַפְסִיקָה	הִפְסִיק	42
2	פותחת	פתח	PAAL	Part	1,2,3	Sing	Fem	פּוֹתַחַת	פֶּתַח	77
16	הגענו	הגיע	HIFIL		1	Plur	Masc	הִגַּעְנוּ	הִגִּיעַ	464
1	מתנהגות	התנהג	HITPAEL	Part	1,2,3	Plur	Fem	מִתְנַהֲגוֹת	הִתְנַהֵג	14
2	נראות	נראה	NIFAL	Part	3	Plur	Fem	נִרְאוֹת	נִרְאֶה	83
6	להתחבר	התחבר	HITPAEL	Inf				לְהִתְחַבֵּר	הִתְחַבֵּר	24
2	מפורסם	מפורסם	PUAL	Part	1,2,3	Sing	Masc	מְפוּרְסָם	מְפוּרְסָם	2
1	מחלית	החלית	PAAL	Part	3	Sing	Fem	מַחֲלִית	הֶחֱלִית	1
