formOccurrences	form	lemma	Gender	Number	form_niqqud	lemma_niqqud	lemmaCount
1	מריכואנה	מריכואנה	Masc	Sing	מָרִיכוּאָנָה	מָרִיכוּאָנָה	1
1	קנאביס	קנאביס	Masc	Sing	קָנָאבִיס	קָנָאבִיס	1
1	הפכה	הפך	Fem	Sing	הָפְכָה	הָפַךְ	8
3	סכר	סכר	Masc	Sing	סֶּכֶּר	סֶּכֶּר	3
10	מבחנים	מבחן	Masc	Plur	מִבְחָנִים	מִבְחָן	21
2	שוטר	שוטר	Masc	Sing	שׁוֹטֵר	שׁוֹטֵר	8
1	מעצרים	מעצר	Masc	Plur	מַעֲצָרִים	מַעֲצָר	6
1	סוחרי	סוחר	Masc	Plur	סוֹחֲרִי	סוֹחֵר	2
1	קנביס	קנביס	Masc	Sing	קֶנְבִּיס	קֶנְבִּיס	1
8	ערוצי	ערוץ	Masc	Plur	עֲרוּצִי	עֲרוּץ	24
10	אתרי	אתר	Masc	Plur	אֲתָרִי	אֲתָר	40
14	סרטונים	סרטון	Masc	Plur	סִּרְטוֹנִים	סִּרְטוֹן	32
1	נוראים	נורא	Masc	Plur	נוֹרָאִים	נוֹרָא	1
3	כתבים	כתב	Masc	Plur	כְּתָבִים	כָּתַב	10
4	פוליטיקאים	פוליטיקאי	Masc	Plur	פּוֹלִיטִיקָאִים	פּוֹלִיטִיקַאי	10
2	אולפן	אולפן	Masc	Sing	אוּלְפָּן	אוּלְפָּן	2
3	חליפות	חליפה	Fem	Plur	חֲלִיפוֹת	חֲלִיפָה	5
1	עזר	עזר	Masc	Sing	עֵזֶר	עֵזֶר	1
4	עיתון	עיתון	Masc	Sing	עִיתּוֹן	עִיתּוֹן	10
3	פרסומות	פרסום	Fem	Plur	פִּרְסוֹמוֹת	פִּרְסוּם	28
1	מודate	מודate	Masc	Sing	מוֹדְte	מוֹדְte	1
4	סינון	סינון	Masc	Sing	סִּינּוּן	סִּינּוּן	4
3	שמים	שמיים	Masc	Plur	שָׁמַיִם	שָׁמַיִים	15
1	פילטר	פילטר	Masc	Sing	פִּילְטֶר	פִּילְטֶר	3
1	צנזורה	צנזורה	Fem	Sing	צֶּנְזוּרָה	צֶּנְזוּרָה	1
2	לחיצות	לחיצה	Fem	Plur	לְחִיצוֹת	לְחִיצָה	2
2	טיל	טיל	Masc	Sing	טִּיל	טִּיל	11
2	החדשות	החדשות	Fem	Plur	הַחֲדָשׁוֹת	הַחֲדָשׁוֹת	2
2	התמקרות	התמקרות	Fem	Sing	הִתְמַקְּרוּת	הִתְמַקְּרוּת	2
1	adicשן	adicשן	Masc	Sing	Adiccשָׁן	Adiccשָׁן	1
1	רותח	רותח	Masc	Sing	רוֹתֵחַ	רוֹתֵחַ	1
1	חזיתות	חזית	Fem	Plur	חֲזִיתוֹת	חֲזִית	4
1	טמלול	טמלול	Masc	Sing	טִמְלוּל	טִמְלוּל	3
1	מרקולת	מרקולת	Fem	Sing	מַרְקוֹלֶת	מַרְקוֹלֶת	1
10	ערוצים	ערוץ	Masc	Plur	עֲרוּצִים	עֲרוּץ	24
5	כדורגל	כדורגל	Masc	Sing	כַּדּוּרֶגֶל	כַּדּוּרֶגֶל	5
1	דיעבד	דיעבד	Masc	Sing	דִּיעֲבַד	דִּיעֲבַד	1
1	גרירים	גריר	Masc	Plur	גְּרִירִים	גָּרִיר	1
1	מנהיגי	מנהיג	Masc	Plur	מַנְהִיגִי	מַנְהִיג	7
22	קהל	קהל	Masc	Sing	קָהָל	קָהָל	24
8	מראות	מראה	Fem	Plur	מַרְאוֹת	מַרְאֶה	11
1	מלל	מלל	Masc	Sing	מְלַל	מְלַל	1
1	סביעים	סביע	Masc	Plur	סְבִיעִים	סָבִיעַ	1
2	דאות	דאות	Fem	Sing	דָּאוּת	דָּאוּת	2
2	המון	המון	Masc	Sing	הָמוֹן	הָמוֹן	2
1	ערבוביה	ערבוביה	Fem	Sing	עִרְבּוּבְיָה	עִרְבּוּבְיָה	1
1	פייק	פייק	Masc	Sing	פַּיְיק	פַּיְיק	1
1	עומת	עומה	Masc	Sing	עוּמַּת	עוּמָּה	1
1	הירות	הירות	Fem	Sing	הִירוּת	הִירוּת	1
1	חיסוי	חיסוי	Masc	Sing	חִיסּוּי	חִיסּוּי	1
2	פיצוצים	פיצוץ	Masc	Plur	פִּיצּוּצִים	פִּיצוּץ	3
49	אירוע	אירוע	Masc	Sing	אֵירוּעַ	אֵירוּעַ	81
1	ביפרים	ביפר	Masc	Plur	בִּיפָּרִים	בִּיפֶּר	1
1	עליחטה	עליחטה	Fem	Sing	עַלִיחֲטָה	עַלִיחֲטָה	1
1	קפטן	קפטן	Masc	Sing	קֶפְּטֶן	קֶפְּטֶן	1
1	מלילה	מלילה	Masc	Sing	מִלַּיְלָה	מִלַּיְלָה	1
5	ירח	ירח	Masc	Sing	יָרֵחַ	יָרֵחַ	5
1	ראות	ראות	Fem	Sing	רָאוּת	רָאוּת	1
49	ים	ים	Masc	Sing	יָם	יָם	49
5	צלצל	צלצל	Masc	Sing	צִּלְצֵל	צִּלְצֵל	5
1	אחטה	אחטה	Fem	Sing	אָחֲטָה	אָחֲטָה	1
1	צלצולים	צלצול	Masc	Plur	צִלְצוּלִים	צִּלְצוּל	3
2	זרם	זרם	Masc	Sing	זֶּרֶם	זֶּרֶם	4
3	התרגשות	התרגשות	Fem	Sing	הִתְרַגְּשׁוּת	הִתְרַגְּשׁוּת	3
1	פתעה	פתעה	Fem	Sing	פָּתְעָה	פָּתְעָה	3
2	אינדיקציה	אינדיקציה	Fem	Sing	אִינְדִּיקַצְיָה	אִינְדִּיקַצְיָה	2
11	רשימה	רשימה	Fem	Sing	רְשִׁימָה	רְשִׁימָה	13
4	מדת	מדת	Fem	Sing	מַדָּת	מַדָּת	12
2	לאתר	איתר	Fem	Sing	לַאֲתָר	אִיתֵּר	2
29	פסח	פסח	Masc	Sing	פֶּסַח	פֶּסַח	29
4	בחג	בחג	Masc	Sing	בְּחַג	בְּחַג	4
11	חוקים	חוק	Masc	Plur	חוּקִּים	חוֹק	33
7	כללים	כלל	Masc	Plur	כְּלָלִים	כְּלָל	81
2	התעסקות	התעסקות	Fem	Sing	הִתְעַסְקוּת	הִתְעַסְקוּת	2
1	מושגים	מושג	Masc	Plur	מוּשָּׂגִים	מוּשָּׂג	20
1	חירה	חירה	Fem	Sing	חִירָה	חִירָה	1
4	התחדשות	התחדשות	Fem	Sing	הִתְחַדְשׁוּת	הִתְחַדְשׁוּת	4
13	תקווה	תקווה	Fem	Sing	תִּקְוָוה	תִּקְוָוה	14
3	רגלים	רגל	Masc	Plur	רַגְלַיִם	רֶגֶל	25
1	מקדש	מקדש	Masc	Sing	מִקְדָּשׁ	מִקְדָּשׁ	1
1	שחגים	שחג	Masc	Plur	שְַׁחָגִים	שְַׁחָג	2
20	שבט	שבט	Masc	Sing	שֵׁבֶט	שֵׁבֶט	26
21	החג	החג	Masc	Sing	הַחַג	הַחַג	22
2	שליחים	שליח	Masc	Plur	שְׁלִיחִים	שָׁלִיחַ	2
5	טכנולוגיה	טכנולוגיה	Fem	Sing	טֶכְנוֹלוֹגְיָה	טֶכְנוֹלוֹגְיָה	7
3	מנהג	מנהג	Masc	Sing	מִנְהָג	מִנְהָג	5
2	גלויות	גלות	Fem	Plur	גָּלוּיוֹת	גָּלוּת	2
1	מחגים	מחג	Masc	Plur	מְחַגִּים	מַחַג	1
41	חמץ	חמץ	Masc	Sing	חָמָץ	חָמָץ	41
6	דגנים	דגן	Masc	Plur	דְּגָנִים	דָּגָן	6
3	ניקוי	ניקוי	Masc	Sing	נִיקּוּי	נִיקּוּי	3
5	חיטה	חיטה	Fem	Sing	חִיטָה	חִיטָה	5
2	שוקולדים	שוקולד	Masc	Plur	שׁוֹקוֹלָדִים	שׁוֹקוֹלָד	30
1	יטמינים	יטמין	Masc	Plur	יַטְמִינִים	יַטְמִין	1
2	אריזה	אריזה	Fem	Sing	אֲרִיזָה	אֲרִיזָה	4
1	רבנויות	רבנות	Fem	Plur	רַבָּנוּיוֹת	רַבָּנוֹת	1
3	כשר	כשר	Masc	Sing	כָּשָׂר	כָּשָׂר	3
3	כשרות	כשרות	Fem	Sing	כַּשָׁרוּת	כַּשָׁרוּת	3
2	קיור	קיור	Masc	Sing	קִיּוּר	קִיּוּר	2
6	מדפים	מדף	Masc	Plur	מַדָּפִים	מַדָּף	8
6	ארונות	ארון	Masc	Plur	אֲרוֹנוֹת	אָרוֹן	9
1	שאריות	שארית	Fem	Plur	שְׁאֵרִיּוֹת	שְׁאֵרִית	1
2	סנדוויץ'	סנדוויץ'	Masc	Sing	סֶנְדְּוִויץ'	סֶנְדְּוִויץ'	2
22	ליל	ליל	Masc	Sing	לֵיל	לֵיל	22
6	בדיקה	בדיקה	Fem	Sing	בְּדִיקָה	בְּדִיקָה	9
6	חתיכות	חתיכות	Fem	Plur	חֲתִיכוֹת	חֲתִיכוֹת	6
5	נרות	נר	Fem	Plur	נֵרוֹת	נֵר	5
1	נקיונות	נקיונות	Fem	Plur	נִקְיוֹנוֹת	נִקְיוֹנוֹת	1
6	סופרמרקטים	סופרמרקט	Masc	Plur	סוּפֶּרְמַרְקֶטִים	סוּפֶּרְמַרְקֶט	12
1	מאגרים	מאגר	Masc	Plur	מַאֲגָרִים	מַאֲגָּר	1
1	תערובות	תערובה	Fem	Plur	תַּעֲרוּבוֹת	תַּעֲרוּבָה	1
4	טירס	טירס	Masc	Sing	טִּירְס	טִּירְס	4
1	סויה	סויה	Fem	Sing	סוֹיָה	סוֹיָה	1
34	חופשה	חופשה	Fem	Sing	חוּפְשָׁה	חוּפְשָׁה	45
2	תחליפים	תחליף	Masc	Plur	תַּחֲלִיפִים	תַּחֲלִיף	3
3	קמח	קמח	Masc	Sing	קֶמַח	קֶמַח	3
1	מחיטה	מחיטה	Fem	Sing	מְחִיטָה	מְחִיטָה	1
1	כמחים	כמח	Masc	Plur	כְּמֵחִים	כַּמַּח	1
1	שקשרים	שקשר	Masc	Plur	שִׁקְשָׁרִים	שֶׁקְשָׁר	1
11	סופרים	סופר	Masc	Plur	סוֹפְרִים	סוֹפֵּר	59
2	רוקן	רוקן	Masc	Sing	רוֹקֵן	רוֹקֵן	2
6	שרים	שר	Masc	Plur	שָׂרִים	שַּׂר	26
5	הנחות	הנחה	Fem	Plur	הַנְּחוֹת	הַנָּחָה	9
1	גוי	גוי	Masc	Sing	גּוֹי	גּוֹי	1
4	מחסנים	מחסן	Masc	Plur	מַחְסָנִים	מַחְסָן	5
3	החלפת	החלפה	Fem	Sing	הַחְלָפַת	הַחְלָפָה	4
1	שליכה	שליכה	Fem	Sing	שְׁלִיכָה	שְׁלִיכָה	1
1	משעריות	משעריה	Fem	Plur	מִשְׁעָרִיּוּת	מִשְׁעָרֶיהָ	1
11	מפעלים	מפעל	Masc	Plur	מִפְעָלִים	מִפְעָל	22
4	גופים	גוף	Masc	Plur	גּוּפִים	גּוּף	47
1	שווי	שווי	Masc	Sing	שְׁוּוּי	שְׁוּוּי	1
4	שקל	שקל	Masc	Sing	שֶׁקֶל	שֶׁקֶל	10
6	שקלים	שקל	Masc	Plur	שְׁקָלִים	שֶׁקֶל	10
3	חוזה	חוזה	Masc	Sing	חוֹזֶה	חוֹזֶה	3
2	נציגים	נציג	Masc	Plur	נְצִיגִים	נָצִיג	4
1	פיתויים	פיתוי	Masc	Plur	פִּיתּוּיִים	פִּיתּוּי	1
1	טעימה	טעימה	Fem	Sing	טְעִימָה	טְעִימָה	4
3	הוראות	הוראה	Fem	Plur	הוֹרָאוֹת	הוֹרָאָה	5
14	הגדה	הגדה	Fem	Sing	הַגָּדָה	הַגָּדָה	17
8	מין	מין	Masc	Sing	מִין	מִין	25
1	ספרון	ספרון	Masc	Sing	סִּפְרוֹן	סִּפְרוֹן	1
12	אגדה	אגדה	Fem	Sing	אַגָּדָה	אַגָּדָה	14
2	רשימת	רשימה	Fem	Sing	רְשִׁימַת	רְשִׁימָה	13
1	אקסל	אקסל	Masc	Sing	אַקְסֶל	אַקְסֶל	1
1	V	V	Masc	Sing			1
2	הגדות	הגדה	Fem	Plur	הַגָּדוֹת	הַגָּדָה	17
1	גדה	גדה	Fem	Sing	גָּדָה	גָּדָה	4
5	עדות	עדות	Fem	Sing	עֵדוּת	עֵדוּת	5
3	גדות	גדה	Fem	Plur	גָּדוֹת	גָּדָה	4
1	אלטרנטיביות	אלטרנטיביות	Fem	Plur	אַלְטֶרְנָטִיבִיּוּת	אַלְטֶרְנָטִיבִיּוּת	1
4	התפקיד	התפקיד	Masc	Sing	הַתַּפְקִיד	הַתַּפְקִיד	4
3	תקסים	תקס	Masc	Plur	תַּקְסִים	תֶּקֶס	3
2	אגדות	אגדה	Fem	Plur	אַגָּדוֹת	אַגָּדָה	14
1	הגדת	הגדה	Fem	Sing	הַגָּדַת	הַגָּדָה	17
1	לדור	לדור	Masc	Sing	לְדוֹר	לְדוֹר	1
3	עורכים	ערך	Masc	Plur	עוֹרְכִים	עֵרֶךְ	29
10	טקס	טקס	Masc	Sing	טֶּקֶס	טֶּקֶס	10
19	שר	שר	Masc	Sing	שַּׂר	שַּׂר	26
3	מערכים	מערך	Masc	Plur	מַעֲרָכִים	מַעֲרָךְ	6
2	קערת	קערה	Fem	Sing	קַעֶרֶת	קְעָרָה	4
2	קערה	קערה	Fem	Sing	קְעָרָה	קְעָרָה	4
3	עומק	עומק	Masc	Sing	עוֹמֶק	עוֹמֶק	3
2	שמלים	שמל	Masc	Plur	שְׁמָלִים	שֶׂמֶל	2
1	עבדות	עבדות	Fem	Sing	עַבְדוּת	עַבְדוּת	1
3	הצלחת	הצלחה	Fem	Sing	הַצְּלָחַת	הַצְּלָחָה	25
1	מיעה	מיעה	Fem	Sing	מִיעָה	מִיעָה	2
4	מגע	מגע	Masc	Sing	מַגָּע	מַגָּע	4
1	שתיית	שתייה	Fem	Sing	שְׁתִיַּית	שְׁתִיָּיה	5
1	משתתף	משתתף	Masc	Sing	מִשְׁתַּתֵּף	מִשְׁתַּתֵּף	6
3	מיץ	מיץ	Masc	Sing	מִיץ	מִיץ	3
1	ענבים	ענב	Masc	Plur	עֲנָבִים	עָנָב	1
1	טירוש	טירוש	Masc	Sing	טֵירוּשׁ	טֵירוּשׁ	1
2	גאולה	גאולה	Fem	Sing	גְּאוּלָּה	גְּאוּלָּה	2
1	הצלה	הצלה	Fem	Sing	הַצָּלָה	הַצָּלָה	2
4	קריאת	קריאה	Fem	Sing	קְרִיאַת	קְרִיאָה	6
1	קידוש	קידוש	Masc	Sing	קִידּוּשׁ	קִידּוּשׁ	1
2	רכת	רכה	Fem	Sing	רֶכֶת	רַכָּה	11
6	צדק	צדק	Masc	Sing	צֶּדֶק	צֶּדֶק	6
1	בליל	בליל	Masc	Sing	בַּלַּיִל	בַּלַּיִל	1
2	מעבדות	מעבדה	Fem	Plur	מַעְבָּדוֹת	מַעְבָּדָה	3
1	חירות	חירות	Fem	Sing	חֵירוּת	חֵירוּת	1
2	חכמים	חכם	Masc	Plur	חֲכָמִים	חָכָם	3
6	שאלת	שאלה	Fem	Sing	שָׁאַלְתָּ	שְׁאֵלָה	94
1	שיבוא	שיבוא	Masc	Sing	שֶׁיָּבוֹא	שֶׁיָּבוֹא	1
1	ארניים	ארן	Masc	Plur	אַרְנַּיִים	אֶרֶן	1
11	אפיקומן	אפיקומן	Masc	Sing	אַפִּיקוֹמָן	אַפִּיקוֹמָן	11
5	חתיכה	חתיכה	Fem	Sing	חֲתִיכָה	חֲתִיכָה	6
6	מצה	מצה	Fem	Sing	מַצָּה	מַצָּה	6
1	סדרים	סדר	Masc	Plur	סְדָּרִים	סֵּדֶר	105
1	נייגה	נייגה	Fem	Sing	נַיְיגָה	נַיְיגָה	1
1	פקוקים	פקוק	Masc	Plur	פְּקוּקִים	פָּקוּק	1
4	קופסאות	קופסה	Fem	Plur	קוּפְסָאוֹת	קוּפְסָה	6
2	עבדים	עבד	Masc	Plur	עֲבָדִים	עָבַד	4
3	בעל	בעל	Masc	Sing	בַּעַל	בַּעַל	14
5	הכנות	הכנה	Fem	Plur	הֲכָנוֹת	הֲכָנָה	13
1	בעלה	בעלה	Masc	Sing	בַּעֲלָהּ	בַּעֲלָהּ	1
1	מדורית	מדורית	Fem	Sing	מְדוֹרִית	מְדוֹרִית	1
1	בישולים	בישול	Masc	Plur	בִּישּׁוּלִים	בִּישּׁוּל	4
2	מריבות	מריבה	Fem	Plur	מְרִיבוֹת	מְרִיבָה	2
1	סכסוכים	סכסוך	Masc	Plur	סִכְסוּכִים	סִּכְסוּךְ	8
16	הפתעה	הפתעה	Fem	Sing	הַפְּתָעָה	הַפְּתָעָה	21
10	מתכון	מתכון	Masc	Sing	מַתְּכוֹן	מַתְּכוֹן	11
1	מספיק	מספיק	Masc	Sing	מַסְפִּיק	מַסְפִּיק	1
3	ימ	יום	Masc	Sing	יַמ	יוֹם	402
3	חוסן	חוסן	Masc	Sing	חוֹסֶן	חוֹסֶן	3
12	מנהלת	מנהל	Fem	Sing	מְנַהֶלֶת	מְנַהֵל	41
1	אדמיניסטרציה	אדמיניסטרציה	Fem	Sing	אֶדְמִינִיסְטֶרְצִיָּה	אֶדְמִינִיסְטֶרְצִיָּה	1
1	טיפולים	טיפול	Masc	Plur	טִיפּוּלִים	טִיפּוּל	6
5	פעולות	פעולה	Fem	Plur	פְּעוּלּוֹת	פְּעוּלָּה	12
1	פסיכולוגים	פסיכולוג	Masc	Plur	פְּסִיכוֹלוֹגִים	פְּסִיכוֹלוֹג	2
1	פסיכיאטרים	פסיכיאטר	Masc	Plur	פְּסִיכִיאַטְרִים	פְּסִיכִיאָטֶר	1
5	טראומה	טראומה	Fem	Sing	טְרָאוּמָה	טְרָאוּמָה	6
2	אירוח	אירוח	Masc	Sing	אֵירוּחַ	אֵירוּחַ	2
4	פרחים	פרח	Masc	Plur	פְּרָחִים	פֶּרַח	4
6	הכנה	הכנה	Fem	Sing	הֲכָנָה	הֲכָנָה	13
14	חורף	חורף	Masc	Sing	חוֹרֶף	חוֹרֶף	14
2	חבילות	חבילות	Fem	Plur	חֲבִילוֹת	חֲבִילוֹת	2
3	בגד	בגד	Masc	Sing	בֶּגֶּד	בֶּגֶּד	18
6	עונה	עונה	Fem	Sing	עוֹנָה	עוֹנָה	10
8	סימן	סימן	Masc	Sing	סִּימָן	סִּימָן	14
3	חלונות	חלון	Masc	Plur	חַלּוֹנוֹת	חַלּוֹן	10
1	טריסים	טריס	Masc	Plur	טְרִיסִים	טְרִיס	1
3	ארון	ארון	Masc	Sing	אָרוֹן	אָרוֹן	9
11	אנרגיה	אנרגיה	Fem	Sing	אֵנֶרְגִּיָּה	אֵנֶרְגִּיָּה	15
2	הבית	הבית	Masc	Plur	הַבַּיִת	הַבַּיִת	2
1	עוצרת	עצר	Fem	Sing	עוֹצֶרֶת	עָצַר	1
1	עלה	עלה	Masc	Sing	עָלָה	עָלָה	2
1	מדברים	דיבר	Masc	Plur	מְדַבְּרִים	דִּיבֵּר	1
2	מסירה	מסירה	Fem	Sing	מְסִירָה	מְסִירָה	2
1	תחלופה	תחלופה	Fem	Sing	תַּחֲלוּפָה	תַּחֲלוּפָה	1
1	זריקת	זריקה	Fem	Sing	זְרִיקַת	זְרִיקָה	1
1	סבון	סבון	Masc	Sing	סַּבּוֹן	סַּבּוֹן	1
1	שארתי	שארת	Masc	Sing	שָׁאַרְתִּי	שָׁאַרְתָּ	1
8	סיר	סיר	Masc	Sing	סִּיר	סִּיר	14
3	תבשילים	תבשיל	Masc	Plur	תַּבְשִׁילִים	תַּבְשִׁיל	8
2	מוצאי	מוצאי	Masc	Plur	מוֹצָאִי	מוֹצָאִי	2
2	משימה	משימה	Fem	Sing	מְשִִׂימָה	מְשִִׂימָה	6
8	אורחים	אורח	Masc	Plur	אוֹרְחִים	אוֹרַח	15
7	קלות	קלות	Fem	Sing	קַלּוֹת	קַלּוֹת	7
1	חתנים	חתן	Masc	Plur	חֲתָנִים	חָתָן	6
1	חמות	חם	Fem	Plur	חַמּוֹת	חַם	2
1	תפריד	תפריד	Fem	Sing	תַּפְרִיד	תַּפְרִיד	1
5	קינוח	קינוח	Masc	Sing	קִינּוּחַ	קִינּוּחַ	6
1	ממוצע	ממוצע	Masc	Sing	מְמוּצָּע	מְמוּצָּע	1
2	צימוקים	צימוק	Masc	Plur	צִּימּוּקִים	צִּימּוּק	2
4	תבשיל	תבשיל	Masc	Sing	תַּבְשִׁיל	תַּבְשִׁיל	8
1	מרג	מרג	Masc	Sing	מַרְג	מַרְג	1
1	פולים	פולה	Masc	Plur	פּוֹלִים	פָּוֹלָה	1
2	פרגיות	פרגי	Fem	Plur	פְּרָגִיּוֹת	פִּרְגִּי	2
1	פרגית	פרגית	Fem	Sing	פְּרָגִית	פְּרָגִית	1
2	פרוסות	פרוסה	Fem	Plur	פְּרוּסוֹת	פְּרוּסָה	2
2	תוספת	תוספת	Fem	Sing	תּוֹסֶפֶת	תּוֹסֶפֶת	5
3	תפוחי	תפוח	Masc	Plur	תַּפּוּחִי	תַּפּוּחַ	3
6	עוגת	עוגה	Fem	Sing	עוּגַּת	עוּגָה	13
28	שוקולד	שוקולד	Masc	Sing	שׁוֹקוֹלָד	שׁוֹקוֹלָד	30
3	דג	דג	Masc	Sing	דָּג	דָּג	9
1	חלט	חלט	Masc	Sing	חֶלֶט	חֶלֶט	1
1	פטנט	פטנט	Masc	Sing	פָּטֵנְט	פָּטֵנְט	1
1	סעודה	סעודה	Fem	Sing	סְעוּדָה	סְעוּדָה	1
5	דלך	דלך	Masc	Sing	דֶּלֶךְ	דֶּלֶךְ	5
12	לחם	לחם	Masc	Sing	לֶחֶם	לֶחֶם	13
1	מבושלת	מבושלת	Fem	Sing	מְבוּשֶּׁלֶת	מְבוּשֶּׁלֶת	1
3	קני	קנים	Masc	Sing	קָּנִי	קָּנִים	3
1	כשד	כשד	Masc	Sing	כְּשֵׁד	כְּשֵׁד	1
1	מחברת	חיבר	Fem	Sing	מְחַבֶּרֶת	חִיבֵּר	1
2	מצרכים	מצרך	Masc	Plur	מִצְרָכִים	מִצְרָךְ	2
3	תפריטים	תפריט	Masc	Plur	תַּפְרִיטִים	תַּפְרִיט	14
1	לפריט	לפריט	Masc	Sing	לַפְּרִיט	לַפְּרִיט	1
2	קופסה	קופסה	Fem	Sing	קוּפְסָה	קוּפְסָה	6
3	פלסטיק	פלסטיק	Masc	Sing	פְּלַסְטִיק	פְּלַסְטִיק	3
2	מקררים	מקרר	Masc	Plur	מְקָרְרִים	מְקָרֵר	2
2	מקפיים	מקפי	Masc	Plur	מַקְפַּיִים	מַקְפִּי	2
3	רוך	רוך	Masc	Sing	רוֹךְ	רוֹךְ	3
1	אחסון	אחסון	Masc	Sing	אִחְסוּן	אִחְסוּן	1
2	האתגר	האתגר	Masc	Sing	הָאֶתְגָּר	הָאֶתְגָּר	2
3	צריכה	צריכה	Fem	Sing	צְּרִיכָה	צְּרִיכָה	4
3	משרה	משרה	Fem	Sing	מִשְׂרָה	מִשְׂרָה	3
1	סמרטות	סמרטה	Fem	Plur	סְמַרְטוּת	סְמַרְטָה	1
1	עיף	עיף	Masc	Sing	עִיף	עִיף	1
3	עונש	עונש	Masc	Sing	עוֹנֶשׁ	עוֹנֶשׁ	3
3	שירה	שירה	Fem	Sing	שִׁירָה	שִׁירָה	3
6	בנים	בן	Masc	Plur	בָּנִים	בֶּן	126
1	סדין	סדין	Masc	Sing	סָּדִין	סָּדִין	1
1	קושיות	קושיה	Fem	Plur	קוֹשִׁיּוֹת	קוֹשֶׁיהָ	1
6	ילדה	ילד	Fem	Sing	יַלְדָּה	יֶלֶד	283
1	סבים	סבא	Masc	Plur	סָּבִים	סַבָּא	7
2	אפיקומ	אפיקומ	Masc	Sing	אֶפִּיקוּמ	אֶפִּיקוּמ	2
3	נכדים	נכד	Masc	Plur	נְכָדִים	נֶכֶד	3
1	נחדות	נחדות	Fem	Plur	נְחָדוֹת	נְחָדוֹת	1
15	מתנה	מתנה	Fem	Sing	מַתָּנָה	מַתָּנָה	33
1	מתנת	מתנה	Fem	Sing	מַתֶּנֶת	מַתָּנָה	33
1	ניחום	ניחום	Masc	Sing	נִיחוּם	נִיחוּם	1
6	משפחת	משפחה	Fem	Sing	מִשְׁפַּחַת	מִשְׁפָּחָה	138
1	מחלוקות	מחלוקת	Fem	Plur	מַחֲלוֹקוֹת	מַחֲלוֹקֶת	1
2	אינטריגות	אינטריגה	Fem	Plur	אִינְטְרִיגוֹת	אִינְטְרִיגָה	2
2	סגולה	סגול	Fem	Sing	סְגוּלָּה	סָּגוֹל	2
1	אדות	אדות	Fem	Sing	אֵדוֹת	אֵדוֹת	1
1	אחווה	אחווה	Fem	Sing	אַחְוָוה	אַחְוָוה	1
3	פינות	פינה	Fem	Plur	פִּינּוֹת	פִּינָּה	19
5	מקסימום	מקסימום	Masc	Sing	מַקְסִימוּם	מַקְסִימוּם	5
3	ויכוחים	ויכוח	Masc	Plur	וִיכּוּחִים	וִיכּוּחַ	17
2	סלחנות	סלחנות	Fem	Sing	סַלְחָנוּת	סַלְחָנוּת	2
1	ותרנות	ותרנה	Fem	Sing	וַתָּרָנוּת	וְתַרְנָה	1
1	סטי	סטי	Masc	Sing	סְטִי	סְטִי	1
1	פוף	פוף	Masc	Sing	פּוּף	פּוּף	1
1	בפעם	בפעם	Fem	Sing	בְּפַעַם	בְּפַעַם	1
1	גיבורים	גיבור	Masc	Plur	גִּיבּוֹרִים	גִּיבּוֹר	2
3	יכולות	יכולת	Fem	Plur	יְכוֹלוֹת	יְכוֹלֶת	12
1	חוכמה	חוכמה	Fem	Sing	חוֹכְמָה	חוֹכְמָה	2
8	סיכום	סיכום	Masc	Sing	סִּיכּוּם	סִּיכּוּם	8
